WB_ID,WB_KEY,WB_UPDATED,WB_STATUS,WB_TITLE,WB_GUESS1,WB_GUESS2,WB_GUESS3,WB_SCORE,NAME,NAME_LOCAL,NAME_ALT,WOE_NAME,GN_NAME,REGION
naturalEarth.779,Ribeira Grande|Cape Verde,7/21/2014 16:48:02,V,"Ribeira Grande, Cape Verde (municipality)","Ribeira Grande, Cape Verde (municipality)","Ribeira Grande, Cape Verde",Ribeira Grande (stream),16.97206704,Ribeira Grande,,,Ribeira Grande,Concelho da Ribeira Grande,Ilhas de Barlavento
naturalEarth.1214,Chuuk|Federated States of Micronesia,7/21/2014 16:48:39,V,Chuuk State,Chuuk State,"Japanese Lighthouse (Poluwat, Chuuk)",Chuuk Lagoon,16.9440299,Chuuk,,,Chuuk,State of Chuuk,
naturalEarth.443,Brest|Belarus,7/21/2014 16:47:40,V,Brest Region,Brest Region,"Brest, Belarus",Brest Airport,16.85292479,Brest,Brèsckaja voblasc',Брест|Brestskaya Voblasts'|Brèst,Brest,Brestskaya Voblasts',
naturalEarth.406,Exuma|The Bahamas,7/21/2014 16:47:38,V,Exuma,Exuma,Exuma International Airport,Exuma (musician),16.80827228,Exuma,,,Exuma,Exuma District,
naturalEarth.581,Québec|Canada,7/21/2014 16:47:48,V,Quebec,Quebec,Lower Canada,Quebec City,16.8027614,Québec,,Lower Canada,Québec,Quebec,Eastern Canada
naturalEarth.1530,Bafatá|Guinea Bissau,7/21/2014 16:48:57,V,Bafatá Region,Bafatá Region,Bafatá,Roman Catholic Diocese of Bafatá,16.78947368,Bafatá,,,Bafatá,Bafata,Leste
naturalEarth.4181,Kilis|Turkey,7/21/2014 16:51:43,V,Kilis Province,Kilis Province,Kilis,Kilis (electoral district),16.77064219,Kilis,,,Kilis,Kilis,
naturalEarth.4185,Karabük|Turkey,7/21/2014 16:51:43,V,Karabük Province,Karabük Province,Karabük,Beaufort West,16.69354841,Karabük,,,,Karabuek,
naturalEarth.2265,Gros Islet|Saint Lucia,7/21/2014 16:49:52,V,Gros Islet Quarter,Gros Islet Quarter,Gros Islet,Beausejour Stadium,16.65851584,Gros Islet,,,Gros Islet,Quarter of Gros-Islet,
naturalEarth.3408,Tulcea|Romania,7/21/2014 16:50:51,V,Tulcea County,Tulcea County,Tulcea,"Izvoarele, Tulcea",16.63774281,Tulcea,,,Tulcea,Judetul Tulcea,
naturalEarth.2464,Laâyoune - Boujdour - Sakia El Hamra|Morocco,7/21/2014 16:50:03,V,Laâyoune-Boujdour-Sakia El Hamra,Laâyoune-Boujdour-Sakia El Hamra,Saguia el-Hamra,Laâyoune Province,16.62375589,Laâyoune - Boujdour - Sakia El Hamra,,,,Laayoune-Boujdour-Sakia El Hamra,
naturalEarth.760,São Filipe|Cape Verde,7/21/2014 16:48:01,V,"São Filipe, Cape Verde (municipality)","São Filipe, Cape Verde (municipality)","São Filipe, Cape Verde",São Filipe Airport,16.59420291,São Filipe,,,SÃ£o Filipe,Concelho do Sao Filipe,Ilhas de Sotavento
naturalEarth.3317,Setúbal|Portugal,7/21/2014 16:50:46,V,Setúbal District,Setúbal District,Setúbal,Setúbal Municipality,16.5910781,Setúbal,,,,Distrito de Setubal,Lisbon
naturalEarth.4183,Yalova|Turkey,7/21/2014 16:51:43,V,Yalova Province,Yalova Province,Yalova,Yalovaspor,16.58937201,Yalova,,,,Yalova,
naturalEarth.4179,Ardahan|Turkey,7/21/2014 16:51:43,V,Ardahan Province,Ardahan Province,Ardahan,Battle of Ardahan,16.57303372,Ardahan,,,Ardahan,Ardahan,
naturalEarth.3193,Leyte|Philippines,7/21/2014 16:50:40,V,Leyte (province),Leyte (province),Leyte,Battle of Leyte,16.54997092,Leyte,,,Leyte,Province of Leyte,Eastern Visayas (Region VIII)
naturalEarth.4475,Charlotte|Saint Vincent and the Grenadines,7/21/2014 16:51:58,V,"Charlotte Parish, Saint Vincent and the Grenadines","Charlotte Parish, Saint Vincent and the Grenadines","Charlotte, North Carolina",Charlotte Hornets,16.54702203,Charlotte,,,Charlotte,Parish of Charlotte,
naturalEarth.353,Barisal|Bangladesh,7/21/2014 16:47:34,V,Barisal Division,Barisal Division,Barisal,Barisal District,16.54186049,Barisal,,Bakerganj,Barisal,Borishal,
naturalEarth.2599,Saraj|Macedonia,7/21/2014 16:50:09,V,Saraj Municipality,Saraj Municipality,Saraj (Resen),Saraj (Skopje),16.53402779,Saraj,,,Saraj,Opstina Saraj,Greater Skopje
naturalEarth.1215,Yap|Federated States of Micronesia,7/21/2014 16:48:40,V,Yap State,Yap State,Yap,James Yap,16.39954543,Yap,,,Yap,State of Yap,
naturalEarth.2261,Castries|Saint Lucia,7/21/2014 16:49:51,V,Castries Quarter,Castries Quarter,Castries,Castries River,16.3452268,Castries,,,Castries,Quarter of Castries,
naturalEarth.351,Dhaka|Bangladesh,7/21/2014 16:47:33,V,Dhaka Division,Dhaka Division,Dhaka,Sher-e-Bangla National Cricket Stadium,16.19981171,Dhaka,,Daca|Dacca,Dhaka,Dhaka Division,
naturalEarth.3599,Faetano|San Marino,7/21/2014 16:51:10,V,Faetano,Faetano,S.C. Faetano,Castello di Volpaia,16.19893635,Faetano,,,Faetano,Castello di Faetano,
naturalEarth.3049,Auckland|New Zealand,7/21/2014 16:50:32,V,Auckland Region,Auckland Region,Auckland,Eden Park,16.19779633,Auckland,,Tāmaki-makau-rau,Auckland,Auckland,North Island
naturalEarth.4186,Bartın|Turkey,7/21/2014 16:51:44,V,Bartın Province,Bartın Province,Bartın,List of populated places in Bartın Province,16.1801905,Bartın,,,,Bartin,
naturalEarth.756,Moûhîlî|Comoros,7/21/2014 16:48:01,V,Mohéli,Mohéli,ISO 3166-2:KM,Compendium of postage stamp issuers (Me – Mz),15.97305656,Moûhîlî,,Moûhîlî|Mūhīlī|Mohéli|Mwali,Moheli,Mwali,
naturalEarth.447,Grodno|Belarus,7/21/2014 16:47:40,V,Grodno Region,Grodno Region,Grodno,Grodno TV Tower,15.82625979,Grodno,Hrodzenskaja voblasc',Гродно|Grodno|Hrodzenskaya Voblasts',Hrodna,Hrodzyenskaya Voblasts',
naturalEarth.4180,Iğdir|Turkey,7/21/2014 16:51:43,V,Iğdır Province,Iğdır Province,Iğdır,R°,15.8070625,Iğdir,,,IÄŸdÄ±r,Igdir,
naturalEarth.3924,Damascus|Syria,7/21/2014 16:51:28,V,Damascus Governorate,Damascus Governorate,Damascus,Markaz Rif Dimashq,15.74972224,Damascus,,,Dimashq,Muhafazat Dimashq,
naturalEarth.1213,Pohnpei|Federated States of Micronesia,7/21/2014 16:48:39,V,Pohnpei State,Pohnpei State,Pohnpei,Pohnpei International Airport,15.7461809,Pohnpei,,,Pohnpei,State of Pohnpei,
naturalEarth.446,Vitebsk|Belarus,7/21/2014 16:47:40,V,Vitebsk Region,Vitebsk Region,Vitebsk,Zdrawneva,15.61596226,Vitebsk,Vicebskaja voblasc',Витебск|Vicebsk|Vitebsk|Vitsyebskaya Voblasts'|Witebsk,Vitsyebsk,Vitsyebskaya Voblasts',
naturalEarth.2457,Rabat - Salé - Zemmour - Zaer|Morocco,7/21/2014 16:50:02,V,Rabat-Salé-Zemmour-Zaer,Rabat-Salé-Zemmour-Zaer,Rabat–Salé Airport,Rabat,15.6056934,Rabat - Salé - Zemmour - Zaer,,,,Region de Rabat-Sale-Zemmour-Zaer,
naturalEarth.444,Gomel|Belarus,7/21/2014 16:47:40,V,Gomel Region,Gomel Region,Gomel,Žlobin,15.58281555,Gomel,Homel'skaja voblasc',Гомель|Gomel|Gomel'|Homyel'skaya Voblasts'|Homje,Homyel',Homyel'skaya Voblasts',
naturalEarth.3595,San Marino|San Marino,7/21/2014 16:51:09,V,City of San Marino,City of San Marino,San Marino,San Marino national football team,15.4806299,San Marino,,,San Marino,Castello di San Marino Citta,
naturalEarth.1526,Bolama|Guinea Bissau,7/21/2014 16:48:57,V,Bolama Region,Bolama Region,Bolama,,15.47058824,Bolama,,,Bolama,Bolama,Sul
naturalEarth.165,Saint Paul|Antigua and Barbuda,7/21/2014 16:47:25,V,"Saint Paul Parish, Antigua and Barbuda","Saint Paul Parish, Antigua and Barbuda","Saint Paul, Minnesota",Paul the Apostle,15.44444737,Saint Paul,,,Saint Paul,Parish of Saint Paul,
naturalEarth.4477,Saint Andrew|Saint Vincent and the Grenadines,7/21/2014 16:51:58,V,"Saint Andrew Parish, Saint Vincent and the Grenadines","Saint Andrew Parish, Saint Vincent and the Grenadines",Andrew the Apostle,"Saint Andrew Parish, Jamaica",15.29224881,Saint Andrew,,,Saint Andrew,Parish of Saint Andrew,
naturalEarth.162,Saint George|Antigua and Barbuda,7/21/2014 16:47:25,V,"Saint George Parish, Antigua and Barbuda","Saint George Parish, Antigua and Barbuda",Saint George,Saint George SC,15.25677921,Saint George,,,Saint George,Parish of Saint George,
naturalEarth.1557,Saint George|Grenada,7/21/2014 16:48:59,V,"Saint George Parish, Grenada","Saint George Parish, Grenada",Saint George,Saint George SC,15.24828114,Saint George,,,Saint George,Saint George,
naturalEarth.4115,Istanbul|Turkey,7/21/2014 16:51:41,V,Istanbul Province,Istanbul Province,Istanbul,Constantinople,15.13920168,Istanbul,,İstanbul|Constantinople|Estambul|Istambul|Konstantinopel|Stamboul,Istanbul,Istanbul,
naturalEarth.163,Saint Peter|Antigua and Barbuda,7/21/2014 16:47:25,V,"Saint Peter Parish, Antigua and Barbuda","Saint Peter Parish, Antigua and Barbuda",Saint Peter,"Saint Peter, Jersey",15.08478965,Saint Peter,,,Saint Peter,Parish of Saint Peter,
naturalEarth.1759,Maharashtra|India,7/21/2014 16:49:12,V,Maharashtra,Maharashtra,Maharashtra cricket team,Maharashtra football team,14.92341239,Maharashtra,,,Maharashtra,State of Maharashtra,West
naturalEarth.600,Thurgau|Switzerland,7/21/2014 16:47:50,V,Thurgau,Thurgau,Edmund Turges,VIA,13.9860345,Thurgau,,Thurgovie|Turgovia|Turg¢via,Thurgau,Kanton Thurgau,
naturalEarth.3528,South Kordufan|Sudan,7/21/2014 16:51:06,V,South Kordofan,South Kordofan,Al Janobiyah,Kordofan giraffe,13.82429713,South Kordufan,,Southern Kordofan|South Kordufan|Janūb Kurdufān|Janub Kurdufun|Kurdufān al Janūbīyah|Kordofan méridional,South Kordufan,Southern Kordofan State,Kordofan
naturalEarth.565,Kémo|Central African Republic,7/21/2014 16:47:47,V,Kémo,Kémo,Kemo,KEMO-TV,13.64552692,Kémo,,Kémo-Gribingui|Kémo-Ibingui,Kémo,Prefecture de la Kemo,
naturalEarth.2123,Môndól Kiri|Cambodia,7/21/2014 16:49:43,V,Mondulkiri Province,Mondulkiri Province,Kirie,Kiri,13.64356044,Môndól Kiri,,Mondul Kiri|Mondolkiri|Môndul Kiri,Môndól Kiri,Khett Mondol Kiri,
naturalEarth.106,Fujayrah|United Arab Emirates,7/21/2014 16:47:19,V,Fujairah,Fujairah,Dibba Al-Fujairah,Jabal Fujayrah,13.49731352,Fujayrah,,"Al Foudjaïrah, Fudjayra|Al Fujayrah, Fujaira, Fujairah, Fujeira",Fujayrah,Al Fujayrah,
naturalEarth.3011,Oppland|Norway,7/21/2014 16:50:31,V,Oppland,Oppland,Eric Haakonsson,Kristian Gleditsch,13.28932691,Oppland,,Oppland fylke|Kristian|Opland|Upplönd,Oppland,Oppland fylke,
naturalEarth.3310,Kangwŏn-do|North Korea,7/21/2014 16:50:45,V,Kangwon Province (North Korea),Kangwon Province (North Korea),Gangwon (historical province),Provinces of North Korea,13.19713503,Kangwŏn-do,강원도,Kangwon|Kogen-do|North Kangwon,Kangwŏn-do,Kangwon-do,
naturalEarth.40,Cuanza Norte|Angola,7/21/2014 16:47:15,V,Cuanza Norte Province,Cuanza Norte Province,Cuanza,Cuanza River,13.1662,Cuanza Norte,,Cuanza-Nord|Kwanza Norte,Cuanza Norte,Cuanza Norte Province,
naturalEarth.559,Mambéré-Kadéï|Central African Republic,7/21/2014 16:47:47,V,Mambéré-Kadéï,Mambéré-Kadéï,Nana-Mambéré,Kadey,13.1515,Mambéré-Kadéï,,Haute-Sangha|Mambéré Kadéi,Mambéré-Kadéï,Mambere-Kadei,
naturalEarth.597,Graubünden|Switzerland,7/21/2014 16:47:50,V,Graubünden,Graubünden,Grison Alps,Kanton,13.13642849,Graubünden,,Graubünden|Grigioni|Grischun|Grisons,Graubünden,Kanton Graubunden,
naturalEarth.4000,Bangkok Metropolis|Thailand,7/21/2014 16:51:32,V,Bangkok,Bangkok,MahaNakhon,Phra Nakhon District,13.05838191,Bangkok Metropolis,จังหวัดเชียงใหม่,Bangkok|Krung Thep|Krung Thep Maha Nakhon|Phra Nakhon-Thonburi,Bangkok Metropolis,Krung Thep Mahanakhon,Central
naturalEarth.1683,Szabolcs-Szatmár-Bereg|Hungary,7/21/2014 16:49:06,V,Szabolcs-Szatmár-Bereg County,Szabolcs-Szatmár-Bereg County,Economy of Szabolcs-Szatmár-Bereg,Government of Szabolcs-Szatmár-Bereg,13.00688043,Szabolcs-Szatmár-Bereg,,Szabolcs-Szatmár,Szabolcs-Szatmár-Bereg,Szabolcs-Szatmar-Bereg megye,Northern Great Plain
naturalEarth.3536,Jungoli|S. Sudan,7/21/2014 16:51:06,V,Jonglei,Jonglei,Buddhadeb Guha,Districts of Sudan,13.00653716,Jungoli,,Jungoli|Jonglei|Jonglie|Jonqley|Junqali|Jongley,Jungoli,Jonglei,Upper Nile
naturalEarth.1225,Ogooué-Lolo|Gabon,7/21/2014 16:48:40,V,Ogooué-Lolo Province,Ogooué-Lolo Province,Ñuflo de Chávez Province,Ciego de Ávila Province,13.00414954,Ogooué-Lolo,,,Ogooue-Lolo,Province de l' Ogooue-Lolo,
naturalEarth.3533,West Equatoria|S. Sudan,7/21/2014 16:51:06,V,Western Equatoria,Western Equatoria,Alness,Ale,13.00154638,West Equatoria,,Al Istiwā'īyah al Gharbīyah|Gharb al Istiwā'īyah| Équatoria occidental,West Equatoria,Western Equatoria,Equatoria
naturalEarth.696,Kasaï-Oriental|Democratic Republic of the Congo,7/21/2014 16:47:57,V,Kasai-Oriental,Kasai-Oriental,Kasai,Compagnie du Kasai,12.98837559,Kasaï-Oriental,,East Kasai|Kasai East,Kasaï-Oriental,Province du Kasai-Oriental,
naturalEarth.3369,Mehedinti|Romania,7/21/2014 16:50:49,V,Mehedinți County,Mehedinți County,Zegujani oil field,Bauxite of Cornet,12.98827969,Mehedinti,,Mehedinți,Mehedinti,Judetul Mehedinti,
naturalEarth.886,Peravia|Dominican Republic,7/21/2014 16:48:09,V,Peravia Province,Peravia Province,Provincia de El Bierzo,Clásicos de la Provincia,12.98797499,Peravia,,José Trujillo Valdez,Peravia,Provincia de Peravia,
naturalEarth.3380,Caras-Severin|Romania,7/21/2014 16:50:49,V,Caraș-Severin County,Caraș-Severin County,Severin,Severine,12.96302772,Caras-Severin,,Caraș-Severin,Caras-Severin,Judetul Caras-Severin,
naturalEarth.4544,Phú Yên|Vietnam,7/21/2014 16:52:01,V,Phú Yên Province,Phú Yên Province,Sơn Tinh – Thủy Tinh,Phu,12.96162456,Phú Yên,,Phu Yen,Phú Yên,Tinh Phu Yen,Nam Trung Bộ
naturalEarth.592,Valais|Switzerland,7/21/2014 16:47:50,V,Valais,Valais,Wallis (island),The Accidentals,12.96134736,Valais,,Vallais|Vallese|Wallis,Valais,Canton du Valais,
naturalEarth.3366,Al Daayen|Qatar,7/21/2014 16:50:49,V,Al Daayen,Al Daayen,Baladiyat of Libya,AZE,12.961318,Al Daayen,,Az̧ Za̧`āyin,,Baladiyat az Za`ayin,
naturalEarth.1725,Jawa Timur|Indonesia,7/21/2014 16:49:08,V,East Java,East Java,Jawa,Timure,12.96096608,Jawa Timur,,Jatim,Jawa Timur,Provinsi Jawa Timur,
naturalEarth.4531,Hà Nam|Vietnam,7/21/2014 16:52:01,V,Hà Nam Province,Hà Nam Province,Sơn Tinh – Thủy Tinh,Tinh Thai Binh,12.95936971,Hà Nam,,Ha Nam,Hà Nam,Tinh Ha Nam,Đồng Bằng Sông Hồng
naturalEarth.4529,Vĩnh Phúc|Vietnam,7/21/2014 16:52:01,V,Vĩnh Phúc Province,Vĩnh Phúc Province,Vinh,Sơn Tinh – Thủy Tinh,12.95730402,Vĩnh Phúc,,Vinh Phuc,Vĩnh Phúc,Tinh Vinh Phuc,Đồng Bằng Sông Hồng
naturalEarth.1535,Kié-Ntem|Equatorial Guinea,7/21/2014 16:48:57,V,Kié-Ntem Province,Kié-Ntem Province,Provincia de El Bierzo,Clásicos de la Provincia,12.9569415,Kié-Ntem,,,Kie-Ntem,Provincia de Kie-Ntem,
naturalEarth.1533,Annobón|Equatorial Guinea,7/21/2014 16:48:57,V,Annobón Province,Annobón Province,Provincia de El Bierzo,Clásicos de la Provincia,12.95542485,Annobón,,,Annobon,Provincia de Annobon,
naturalEarth.1754,Kerala|India,7/21/2014 16:49:12,V,Kerala,Kerala,Kerala cricket team,Kerala football team,12.95476925,Kerala,,,Kerala,State of Kerala,South
naturalEarth.2823,Dakhlet Nouadhibou|Mauritania,7/21/2014 16:50:22,V,Dakhlet Nouadhibou Region,Dakhlet Nouadhibou Region,"Baie-du-Febvre, Quebec",Baie-du-Tombeau,12.95301317,Dakhlet Nouadhibou,,Dakhlet Nouâdhibou|Baie du Lévrier|Lévrier Bay,Dakhlet Nouadhibou,Dakhlet Nouadhibou,
naturalEarth.2968,Atlántico Norte|Nicaragua,7/21/2014 16:50:27,V,Región Autónoma del Atlántico Norte,Región Autónoma del Atlántico Norte,Atlantico,Norte Chico (Peruvian region),12.95158898,Atlántico Norte,,Región Autónoma del Atlántico Norte,Atlántico Norte,Region Autonoma Atlantico Norte,
naturalEarth.4647,Mashonaland West|Zimbabwe,7/21/2014 16:52:08,V,Mashonaland West Province,Mashonaland West Province,Mashonaland,,12.94842108,Mashonaland West,,,Mashonaland West,Mashonaland West Province,
naturalEarth.1771,Bihar|India,7/21/2014 16:49:13,V,Bihar,Bihar,Bihar County,Bihar cricket team,12.93867773,Bihar,,,Bihar,State of Bihar,East
naturalEarth.296,Collines|Benin,7/21/2014 16:47:31,V,Collines Department,Collines Department,Les Collines-de-l'Outaouais Regional County Municipality,,12.93588232,Collines,,,Collines,Collines Department,
naturalEarth.824,Středočeský|Czech Republic,7/21/2014 16:48:05,V,Central Bohemian Region,Central Bohemian Region,Kraj,KRAJ,12.93501639,Středočeský,,Central Bohemian,Středočeský,Stredocesky kraj,
naturalEarth.21,Nuristan|Afghanistan,7/21/2014 16:47:13,V,Nuristan Province,Nuristan Province,Nuri (disambiguation),Abdullah Nuri,12.9347072,Nuristan,,Nooristan|Nuristão,Nuristan,Velayat-e Nurestan,
naturalEarth.3008,Akershus|Norway,7/21/2014 16:50:31,V,Akershus,Akershus,Akershus Fortress,Akershus County Municipality,12.93048701,Akershus,,Akershus fylke,Akershus,Akershus fylke,
naturalEarth.3148,Guimaras|Philippines,7/21/2014 16:50:39,V,Guimaras,Guimaras,Legislative district of Guimaras,,12.93027629,Guimaras,,,Guimaras,Province of Guimaras,Western Visayas (Region VI)
naturalEarth.51,Huíla|Angola,7/21/2014 16:47:16,V,Huíla Province,Huíla Province,Huila,,12.92915249,Huíla,,,Huíla,Huila Province,
naturalEarth.836,Rheinland-Pfalz|Germany,7/21/2014 16:48:06,V,Rhineland-Palatinate,Rhineland-Palatinate,Bremen-class frigate,Rhineland,12.92914592,Rheinland-Pfalz,,Rhineland-Palatinate,Rheinland-Pfalz,Rheinland-Pfalz,
naturalEarth.2942,Anambra|Nigeria,7/21/2014 16:50:26,V,Anambra State,Anambra State,Nigerian National Assembly delegation from Anambra,,12.92553026,Anambra,,,Anambra,Anambra State,
naturalEarth.4538,Quảng Bình|Vietnam,7/21/2014 16:52:01,V,Quảng Bình Province,Quảng Bình Province,Tinh Thai Binh,Sơn Tinh – Thủy Tinh,12.91561913,Quảng Bình,,Quang Binh,Quảng Bình,Tinh Quang Binh,Bắc Trung Bộ
naturalEarth.2927,Akwa Ibom|Nigeria,7/21/2014 16:50:26,V,Akwa Ibom State,Akwa Ibom State,Nigerian National Assembly delegation from Akwa Ibom,,12.90941177,Akwa Ibom,,,Akwa Ibom,Akwa Ibom State,
naturalEarth.3372,Bucharest|Romania,7/21/2014 16:50:49,V,Bucharest,Bucharest,Yeshua Tova Synagogue,Henri Coandă International Airport,12.90787611,Bucharest,,Bucarest|Bucareste|Bucureşti|Bukarest,Bucharest,Bucuresti,
naturalEarth.2112,Krong Pailin|Cambodia,7/21/2014 16:49:42,V,Pailin,Pailin,Pailin District,,12.90770492,Krong Pailin,,Pailin,Krong Pailin,Pailin,
naturalEarth.2930,Bayelsa|Nigeria,7/21/2014 16:50:26,V,Bayelsa State,Bayelsa State,Nigerian National Assembly delegation from Bayelsa,,12.89465369,Bayelsa,,,Bayelsa,Bayelsa State,
naturalEarth.1645,Primorsko-Goranska|Croatia,7/21/2014 16:49:04,V,Primorje-Gorski Kotar County,Primorje-Gorski Kotar County,Primorsko,Primorsko-Akhtarsky,12.87837037,Primorsko-Goranska,,Primorje-Gorski Kotar,Primorsko-Goranska,Primorsko-Goranska Zupanija,
naturalEarth.982,Al Buhayrah|Egypt,7/21/2014 16:48:19,V,Beheira Governorate,Beheira Governorate,Behera,Jonathan Béhé,12.872298,Al Buhayrah,,Beheira|Behera|El Buhayra|Béhéra,Al Buhayrah,Beheira Governorate,
naturalEarth.2045,Hokkaido|Japan,7/21/2014 16:49:38,V,Hokkaido,Hokkaido,Ezo,"Yeso, New Mexico",12.86569233,Hokkaido,北海道,Ezo|Yeso|Yezo,Hokkaido,Hokkaido,Hokkaido
naturalEarth.3859,Gävleborg|Sweden,7/21/2014 16:51:25,V,Gävleborg County,Gävleborg County,Laen Reeves,Federico Laens,12.86566666,Gävleborg,,Gävleborgs län,Gävleborg,Gaevleborgs Laen,
naturalEarth.3872,Västernorrland|Sweden,7/21/2014 16:51:25,V,Västernorrland County,Västernorrland County,Laen Reeves,Federico Laens,12.86566666,Västernorrland,,Västernorrlands län,Västernorrland,Vaesternorrlands Laen,
naturalEarth.2041,Mie|Japan,7/21/2014 16:49:38,V,Mie Prefecture,Mie Prefecture,"Mie District, Mie","Suzuka, Mie",12.86352814,Mie,三重県,Miye,Mie,Mie-ken,Kinki
naturalEarth.1756,Orissa|India,7/21/2014 16:49:12,V,Odisha,Odisha,Odisha cricket team,Orissa (film),12.8539462,Orissa,,,Orissa,State of Odisha,East
naturalEarth.4537,Nghệ An|Vietnam,7/21/2014 16:52:01,V,Nghệ An Province,Nghệ An Province,Sơn Tinh – Thủy Tinh,Tinh Thai Binh,12.84479412,Nghệ An,,Nghe An,Nghệ An,Tinh Nghe An,Bắc Trung Bộ
naturalEarth.4230,Ruvuma|United Republic of Tanzania,7/21/2014 16:51:45,V,Ruvuma Region,Ruvuma Region,Ruvuma River,,12.81783778,Ruvuma,,,Ruvuma,Ruvuma Region,
naturalEarth.2953,Jigawa|Nigeria,7/21/2014 16:50:27,V,Jigawa State,Jigawa State,Nigerian National Assembly delegation from Jigawa,,12.80431486,Jigawa,,,Jigawa,Jigawa State,
naturalEarth.833,Thüringen|Germany,7/21/2014 16:48:06,V,Thuringia,Thuringia,"Thüringen, Austria",Free State of Coburg,12.8042895,Thüringen,,Thuringia,Thüringen,Freistaat Thuringen,
naturalEarth.2232,Lofa|Liberia,7/21/2014 16:49:50,V,Lofa County,Lofa County,Lofa Tatupu,,12.7925,Lofa,,,Lofa,Lofa County,
naturalEarth.2812,Niassa|Mozambique,7/21/2014 16:50:22,V,Niassa Province,Niassa Province,Diocese of Niassa,,12.7925,Niassa,,,Niassa,Niassa Province,
naturalEarth.881,La Estrelleta|Dominican Republic,7/21/2014 16:48:08,V,Elías Piña Province,Elías Piña Province,"San Rafael, California","San Rafael, Mendoza",12.78975531,La Estrelleta,,Elías Piña|San Rafael,La Estrelleta,Provincia de Elias Pina,
naturalEarth.1781,Tripura|India,7/21/2014 16:49:14,V,Tripura,Tripura,Tripura cricket team,Tripura football team,12.78132448,Tripura,,,Tripura,State of Tripura,Northeast
naturalEarth.4575,Torba|Vanuatu,7/21/2014 16:52:03,V,Torba Province,Torba Province,"Torba, Turkey",,12.77310349,Torba,,,Torba,Torba Province,
naturalEarth.1474,Upper East|Ghana,7/21/2014 16:48:55,V,Upper East Region,Upper East Region,Upper East Side,Northeast Asia,12.75120062,Upper East,,,Upper East,Upper East Region,
naturalEarth.294,Borgou|Benin,7/21/2014 16:47:31,V,Borgou Department,Borgou Department,Borgu,,12.74923078,Borgou,,,Borgou,Borgou Department,
naturalEarth.2151,Gyeonggi|South Korea,7/21/2014 16:49:45,V,Gyeonggi Province,Gyeonggi Province,Seongnam,Dongnam Health College,12.73980333,Gyeonggi,경기도,Kyonggi-do|Keiki-do|Kyunggi,Gyeonggi-do,Gyeonggi-do,
naturalEarth.4611,Shabwah|Yemen,7/21/2014 16:52:06,V,Shabwah Governorate,Shabwah Governorate,Ataq,Ataq Airport,12.73950438,Shabwah,شبوة,Shabwa|Shibwah|Ataq,Shabwah,Muhafazat Shabwah,
naturalEarth.2928,Imo|Nigeria,7/21/2014 16:50:26,V,Imo State,Imo State,Nigerian National Assembly delegation from Imo,Autodromo Enzo e Dino Ferrari,12.72634331,Imo,,,Imo,Imo State,
naturalEarth.545,Kweneng|Botswana,7/21/2014 16:47:46,V,Kweneng District,Kweneng District,Kweneng,,12.71913047,Kweneng,,,Kweneng,Kweneng District,
naturalEarth.3208,Sarangani|Philippines,7/21/2014 16:50:41,V,Sarangani,Sarangani,"Sarangani, Davao Occidental",Legislative district of Sarangani,12.71863632,Sarangani,,,Sarangani,Province of Sarangani,SOCCSKSARGEN (Region XII)
naturalEarth.191,Gəncə|Azerbaijan,7/21/2014 16:47:27,V,"Ganja, Azerbaijan","Ganja, Azerbaijan","Gəncə, Goygol",Ganja City Stadium,12.70727278,Gəncə,,Ganja city,Gəncə,Ganja City,Ganja-Gazakh Economic Region
naturalEarth.2957,Zamfara|Nigeria,7/21/2014 16:50:27,V,Zamfara State,Zamfara State,Nigerian National Assembly delegation from Zamfara,Polygamy in Nigeria,12.6962201,Zamfara,,,Zamfara,Zamfara State,
naturalEarth.386,Al Janūbīyah|Bahrain,7/21/2014 16:47:37,V,Southern Governorate,Southern Governorate,Al Janobiyah,Southern (train operating company),12.68936292,Al Janūbīyah,المحافظة الجنوبية,al-Muhafazah al-Janobiyah|Southern,Southern,Southern Governorate,
naturalEarth.4638,Mashonaland Central|Zimbabwe,7/21/2014 16:52:08,V,Mashonaland Central Province,Mashonaland Central Province,Masvingo Province,,12.68491803,Mashonaland Central,,,Mashonaland Central,Mashonaland Central Province,
naturalEarth.3283,Morobe|Papua New Guinea,7/21/2014 16:50:43,V,Morobe Province,Morobe Province,"Morobe, Papua New Guinea",Morobe Goldfield,12.67767442,Morobe,,,Morobe,Morobe Province,
naturalEarth.2889,Melaka|Malaysia,7/21/2014 16:50:25,V,Malacca,Malacca,Malaka Regency,Malakas,12.66764444,Melaka,,Malacca|Malaka,Melaka,Melaka,
naturalEarth.498,Paraíba|Brazil,7/21/2014 16:47:44,V,Paraíba,Paraíba,Campeonato Paraibano,2011 Copa Governador do Estado da Bahia,12.66403077,Paraíba,,Parahyba,Paraíba,Estado da Paraiba,
naturalEarth.3451,Bashkortostan|Russia,7/21/2014 16:50:56,V,Bashkortostan,Bashkortostan,Bashkirs,Bashkir language,12.66236319,Bashkortostan,Республика Башкортостан,Bashkir|Bashkiriya|Bashkirskaya A.S.S.R.|Republic of Bashkortostan|Respublika Bashkortostan,Bashkortostan,Respublika Bashkortostan,Volga
